%Timestamp (s) Pitch Moment (Nm)  Belt Velocity (m/s)
0	8.74995	1.09067
0.009953	7.55384	1.09067
0.019993	0.23509	1.08668
0.030034	14.3841	1.08668
0.039993	-13.456	1.10484
0.049987	8.67173	1.10484
0.06001	-5.54338	1.10174
0.070004	0.389547	1.10174
0.079979	-0.962534	1.08889
0.090027	-5.26932	1.08889
0.100026	2.77513	1.08003
0.110034	-17.5779	1.08003
0.11999	3.12163	1.05257
0.129986	-5.90985	1.05257
0.140035	-2.39807	1.02244
0.150012	-0.81177	1.02244
0.159992	-6.13158	1.01536
0.169983	11.8382	1.01536
0.180028	-8.80776	1.02466
0.190018	12.2026	1.02466
0.199979	-2.71893	1.02466
0.210023	5.07091	1.02466
0.220012	11.1786	1.03441
0.230009	-1.36137	1.03441
0.239989	5.73702	1.04947
0.249975	7.43287	1.04947
0.260022	7.50817	1.06453
0.270024	7.40921	1.06453
0.279991	10.1139	1.1106
0.289969	6.15103	1.1106
0.300021	-1.6125	1.14338
0.310046	11.0981	1.14338
0.319984	1.52401	1.16775
0.330125	-4.9714	1.16775
0.340048	-3.4381	1.16996
0.350033	0.959267	1.16996
0.359993	-1.346	1.14471
0.370014	-10.3616	1.14471
0.379996	9.65227	1.12123
0.390016	-6.78459	1.12123
0.400033	0.756995	1.1075
0.410017	5.08735	1.1075
0.420024	0.667741	1.11858
0.429976	2.11819	1.11858
0.439992	0.227104	1.12744
0.450019	2.0842	1.12744
0.459976	-0.071109	1.12611
0.470053	5.67107	1.12611
0.480023	5.72838	1.14028
0.490259	2.72478	1.14028
0.499994	18.8951	1.17041
0.509982	1.99175	1.17041
0.520023	9.80358	1.2054
0.530039	1.68661	1.2054
0.540152	1.21932	1.2528
0.550037	2.90776	1.2528
0.560023	-3.10329	1.2692
0.570026	10.1513	1.2692
0.580025	-5.52869	1.27584
0.590032	7.04608	1.27584
0.600017	3.35489	1.28514
0.610004	-5.00301	1.28514
0.62004	-1.06752	1.27274
0.630013	-4.39286	1.27274
0.640023	-1.53126	1.24483
0.65001	-3.52319	1.24483
0.66001	-6.8087	1.22401
0.670031	-11.9533	1.22401
0.679987	-1.31084	1.18148
0.69004	2.13616	1.18148
0.700043	1.39335	1.17838
0.710028	1.02288	1.17838
0.72002	5.57287	1.17616
0.730012	1.32412	1.17616
0.740023	-9.1812	1.18458
0.750056	5.46682	1.18458
0.759934	6.17216	1.1806
0.77003	-3.44249	1.1806
0.77997	13.989	1.18325
0.790003	1.35247	1.18325
0.8	-4.46877	1.18148
0.810035	1.3957	1.18148
0.819986	6.88032	1.18148
0.829964	2.96417	1.18148
0.840041	-2.01027	1.19433
0.850017	11.1733	1.19433
0.860035	-13.0056	1.20275
0.870057	0.799314	1.20275
0.879979	-2.32057	1.19654
0.889922	0.68356	1.19654
0.900024	-5.67268	1.18458
0.910043	-7.55582	1.18458
0.919991	5.74017	1.17882
0.930049	-13.9928	1.17882
0.939994	6.39073	1.17661
0.950016	-8.80675	1.17661
0.960845	-6.78122	1.15269
0.969972	3.15383	1.15269
0.979972	-3.81746	1.12965
0.990402	-0.469351	1.12965
0.999963	0.479531	1.13142
1.00992	0.972028	1.13142
1.02	-1.73148	1.11547
1.02994	12.0825	1.11547
1.03996	4.18853	1.11326
1.04998	0.941025	1.11326
1.06	9.4372	1.12079
1.06995	3.59058	1.12079
1.08	-7.4504	1.12655
1.08996	-2.27016	1.12655
1.09999	2.04773	1.1137
1.10999	-1.83303	1.1137
1.12	3.30394	1.11858
1.12997	14.3526	1.11858
1.13997	-0.839302	1.14515
1.14997	8.48471	1.14515
1.15995	3.84404	1.18148
1.16999	0.383123	1.18148
1.18	-6.69197	1.19344
1.18994	-7.43102	1.19344
1.19991	4.48331	1.18281
1.20996	-10.9909	1.18281
1.21996	-3.3529	1.15623
1.22997	6.10836	1.15623
1.23995	-7.80843	1.12566
1.24996	3.37221	1.12566
1.25999	9.06238	1.11414
1.27001	-3.92563	1.11414
1.28001	-1.72912	1.11459
1.29	-1.44621	1.11459
1.29999	0.94112	1.1013
1.30999	0.075755	1.1013
1.31999	11.3204	1.10218
1.33001	-3.66817	1.10218
1.34002	6.59978	1.10706
1.34997	7.64321	1.10706
1.36001	2.74607	1.11946
1.37002	10.0273	1.11946
1.37997	2.88964	1.14028
1.39002	3.40222	1.14028
1.4	1.72457	1.16819
1.41006	-7.61852	1.16819
1.42	-0.343835	1.17218
1.43002	-12.7274	1.17218
1.43999	-6.56361	1.16996
1.45	-1.34528	1.16996
1.45999	-2.79067	1.14383
1.47005	-0.262251	1.14383
1.48003	1.35822	1.15446
1.49001	-6.24231	1.15446
1.50001	-1.3681	1.15269
1.51002	7.40403	1.15269
1.52	-6.03372	1.15313
1.53	2.06416	1.15313
1.53998	5.55926	1.16642
1.54995	-3.86542	1.16642
1.56	-6.96386	1.17661
1.57002	2.11085	1.17661
1.57997	7.17642	1.15269
1.58998	-8.88931	1.15269
1.59999	5.14149	1.1456
1.60997	5.00991	1.1456
1.61995	-1.20822	1.14205
1.63001	2.29956	1.14205
1.64	7.50277	1.15977
1.64998	5.66164	1.15977
1.65999	3.85477	1.16199
1.66994	11.2575	1.16199
1.67997	11.9677	1.18458
1.68993	3.05736	1.18458
1.69989	9.9111	1.21515
1.70995	-5.7107	1.21515
1.72	4.68285	1.21559
1.72995	-1.70106	1.21559
1.73996	-4.98606	1.20806
1.74987	1.75752	1.20806
1.75991	-2.92319	1.20053
1.76992	-3.93808	1.20053
1.77997	-10.1622	1.18458
1.78992	2.55972	1.18458
1.79996	7.43024	1.17838
1.8099	8.3667	1.17838
1.81991	5.42678	1.21781
1.82992	-1.68513	1.21781
1.83997	-7.3161	1.24705
1.84992	-3.2445	1.24705
1.85999	1.07792	1.23641
1.87	0.432039	1.23641
1.87991	13.6772	1.22401
1.88991	3.8062	1.22401
1.89994	0.861773	1.24306
1.90999	7.65779	1.24306
1.91993	-8.74431	1.24793
1.92992	3.86202	1.24793
1.93992	-4.37078	1.23641
1.94988	-1.0423	1.23641
1.95993	1.20113	1.23686
1.96992	-1.51756	1.23686
1.97994	-8.36089	1.21958
1.98992	6.196	1.21958
1.99997	5.27775	1.20142
2.00989	-1.74037	1.20142
2.01991	-0.611823	1.21648
2.02993	1.93217	1.21648
2.04003	-11.1729	1.22002
2.04993	-11.6173	1.22002
2.05997	-3.03888	1.18945
2.06994	-9.16353	1.18945
2.07991	-6.6884	1.16731
2.08985	8.88523	1.16731
2.09996	-5.58879	1.15756
2.10994	-8.23699	1.15756
2.11993	13.0782	1.15889
2.12998	0.821998	1.15889
2.13989	-3.38381	1.15357
2.14994	7.0921	1.15357
2.15996	-1.80263	1.17218
2.16993	-1.13315	1.17218
2.17996	7.66838	1.17218
2.18997	6.29472	1.17218
2.19994	7.90187	1.1868
2.20993	9.99139	1.1868
2.21996	9.23308	1.20762
2.22991	5.57087	1.20762
2.23993	-2.82669	1.21781
2.24992	1.75439	1.21781
2.25995	0.638043	1.20895
2.26996	-2.55978	1.20895
2.27991	-0.067004	1.20496
2.28998	-1.60619	1.20496
2.29994	-3.11508	1.18503
2.30992	7.15834	1.18503
2.31998	5.61044	1.19787
2.32997	4.14986	1.19787
2.3399	9.65665	1.22002
2.34995	-3.77287	1.22002
2.3599	0.650646	1.25059
2.36991	-8.70382	1.25059
2.37988	-6.71879	1.23686
2.38995	-0.396517	1.23686
2.39989	-4.32824	1.21161
2.40989	9.57759	1.21161
2.41998	-3.73352	1.19654
2.42989	-0.789208	1.19654
2.4399	4.86949	1.19876
2.44992	7.2996	1.19876
2.45989	4.09552	1.22622
2.46992	3.59809	1.22622
2.47989	8.09026	1.27363
2.48991	-3.36473	1.27363
2.49997	2.49765	1.30464
2.50997	-0.142426	1.30464
2.51989	2.15163	1.29843
2.52992	4.54902	1.29843
2.54	2.94221	1.33077
2.54988	-6.53562	1.33077
2.5599	-10.0883	1.33343
2.56989	0.263074	1.33343
2.57991	-17.4203	1.30198
2.58997	-5.34938	1.30198
2.59995	-4.83095	1.24262
2.60991	-9.75605	1.24262
2.61991	0.017201	1.1992
2.62993	-19.544	1.1992
2.63994	-0.376465	1.15224
2.64991	-16.3105	1.15224
2.6599	-6.83651	1.08446
2.66992	-1.48989	1.08446
2.67994	-10.8229	1.04371
2.68991	2.41384	1.04371
2.69988	-2.73012	1.01447
2.70994	9.19384	1.01447
2.71993	0.458212	1.00605
2.72991	11.3779	1.00605
2.73993	5.3534	1.03263
2.74996	4.72973	1.03263
2.75991	14.0636	1.08181
2.76994	-0.718376	1.08181
2.77991	3.34775	1.10396
2.78991	7.306	1.10396
2.79992	10.961	1.12389
2.80995	6.02511	1.12389
2.81992	-1.0957	1.158
2.82992	17.2688	1.158
2.84	-3.15993	1.18945
2.84991	11.4929	1.18945
2.85993	7.43239	1.1961
2.87	11.7918	1.1961
2.87992	6.00939	1.2373
2.88987	3.07064	1.2373
2.89994	11.1937	1.28116
2.9099	-6.7616	1.28116
2.91998	5.49066	1.29489
2.92996	-8.02248	1.29489
2.93993	-1.87565	1.28337
2.95005	10.975	1.28337
2.95988	-8.02746	1.28514
2.96992	4.20408	1.28514
2.97993	-0.617518	1.27894
2.98993	1.18052	1.27894
2.99995	-3.54925	1.27805
3.00997	-7.11607	1.27805
3.01999	2.16506	1.26388
3.02994	-18.2745	1.26388
3.03991	0.984913	1.22224
3.04996	7.21139	1.22224
3.05999	4.22801	1.21914
3.06995	6.2219	1.21914
3.07994	6.4684	1.25147
3.08994	1.24394	1.25147
3.09999	-5.11749	1.28204
3.10992	0.29853	1.28204
3.11991	0.423942	1.26166
3.12995	-1.79796	1.26166
3.13993	2.4376	1.26255
3.14992	10.352	1.26255
3.15995	-3.24813	1.26875
3.16989	8.20456	1.26875
3.17989	0.080474	1.27983
3.18994	-13.2601	1.27983
3.19987	7.9706	1.29046
3.20992	-6.34603	1.29046
3.21995	-9.91769	1.2692
3.22994	-4.41247	1.2692
3.23988	3.51367	1.22445
3.24988	3.74326	1.22445
3.25992	-8.18546	1.2023
3.26995	6.00329	1.2023
3.27994	-7.79534	1.2023
3.28992	-14.4353	1.2023
3.29994	-2.63674	1.15313
3.30988	-1.55078	1.15313
3.31993	-13.349	1.12123
3.33004	0.288014	1.12123
3.3399	8.85461	1.1075
3.34996	-8.28764	1.1075
3.3599	-0.203956	1.09155
3.36995	-0.907935	1.09155
3.37993	9.86698	1.07073
3.38993	-3.10736	1.07073
3.39994	3.39046	1.07428
3.40994	1.35774	1.07428
3.41991	-10.2465	1.07915
3.42993	-5.2277	1.07915
3.4399	3.74276	1.05523
3.44991	7.26136	1.05523
3.45991	-4.63475	1.057
3.46993	6.44512	1.057
3.47995	1.36682	1.07472
3.48996	-1.05641	1.07472
3.49983	-4.21782	1.09465
3.50996	2.05778	1.09465
3.51994	9.5323	1.09687
3.52994	-10.0267	1.09687
3.53991	13.9691	1.13186
3.54994	3.10933	1.13186
3.55981	-9.73173	1.16952
3.56994	4.21624	1.16952
3.57995	-7.84273	1.17794
3.58992	2.24917	1.17794
3.59988	-6.94508	1.18591
3.60995	-1.63572	1.18591
3.61995	4.33537	1.18635
3.62998	-10.968	1.18635
3.63991	0.344374	1.18635
3.64993	-7.70367	1.18635
3.65985	-3.46308	1.16686
3.67	-0.079196	1.16686
3.6799	5.33316	1.15623
3.68989	-3.34491	1.15623
3.69992	3.94627	1.18237
3.70996	7.08695	1.18237
3.71989	-7.48593	1.17794
3.72988	8.56149	1.17794
3.73988	-0.06812	1.17174
3.74995	-6.92935	1.17174
3.75986	4.15438	1.17262
3.76998	-6.53634	1.17262
